morphemes	target	prediction	morphemes_predseg	prediction_predseg
wa_oku_i_nene	PossConc3_RelConc15_NPrePre9_NStem	PossConc3_RelConc15_NPrePre9_NStem	wa_okwa_i_nene	PossConc3_AdvPre_NPrePre9_NStem
wa_ukuba	PossConc3_Conj	PossConc3_Conj	wa_ukuba	PossConc3_Conj
i_ajenda	NPrePre9_NStem	NPrePre9_NStem	i_ajenda	NPrePre9_NStem
ya_u_(lu)_phuhliso	PossConc9_NPrePre11_BPre11_NStem	PossConc9_NPrePre11_BPre11_NStem	ya_u_(lu)_phuhliso	PossConc9_NPrePre11_BPre11_NStem
ya_u_Mzantsi	PossConc9_NPrePre3_ProperName	PossConc9_NPrePre3_ProperName	ya_u_mzantsi	PossConc9_NPrePre3_RelStem
Afrika	ProperName	ProperName	afrika	NegPre
i_nga_silel_a	SC9_Pot_VRoot_VerbTerm	SC9_Pot_VRoot_VerbTerm	i_nga_silel_a	SC9_Pot_VRoot_VerbTerm
kuba	Conj	Conj	kuba	Conj
u_rhulumente	NPrePre1a_NStem	NPrePre1a_NStem	u_rhulumente	NPrePre1a_NStem
a_ka_ku_az_i	NegPre_SC1a_BPre15_VRoot_VerbTerm	NegPre_SC1_BPre15_VRoot_VerbTerm	a_ka_ku_az_i	NegPre_SC1_BPre15_VRoot_VerbTerm
u_ku_yi_fezek_is_a	NPrePre15_BPre15_OC9_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_OC9_VRoot_CausExt_VerbTerm	u_ku_yi_fezek_is_a	NPrePre15_BPre15_OC9_VRoot_CausExt_VerbTerm
.	Punc	Punc	.	Punc
i_khomishoni	NPrePre9_NStem	NPrePre9_NStem	i_khomishoni	NPrePre9_NStem
i_enz_a	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	i_enz_a	SC9_VRoot_VerbTerm
i_(z)in_gcebiso	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_(z)in_gcebiso	NPrePre10_BPre10_NStem
za_u_ku_lungis_w_a	PossConc10_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	PossConc10_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	za_u_ku_lungis_w_a	PossConc10_NPrePre15_BPre15_VRoot_PassExt_VerbTerm
kwa_a_ma_ziko	PossConc15_NPrePre6_BPre6_NStem	PossConc15_NPrePre6_BPre6_NStem	kwa_a_ma_ziko	PossConc15_NPrePre6_BPre6_NStem
ezi_bhek_e	RelConc10_VRoot_VerbTerm	RelConc8_VRoot_VerbTerm	ezi_bhek_e	RelConc8_VRoot_VerbTerm
phaya	Dem16_Pos3	Dem16	phaya	Dem16
e_u_ku_lungis_a_ini	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	e_u_ku_lungis_a_ini	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf
u_ku_nga_lungelelan_i	NPrePre15_BPre15_NegPre_VRoot_VerbTerm	NPrePre15_BPre15_NegPre_VRoot_VerbTerm	u_ku_nga_lungelelan_i	NPrePre15_BPre15_NegPre_VRoot_VerbTerm
na_u_ku_sebenz_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	na_u_ku_sebenz_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm
oku_th_i	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm	oku_th_i	RelConc15_VRoot_VerbTerm
ma_xa	BPre6_NStem	BPre6_NStem	ma_xa	BPre6_NStem
wa_mbi	PossConc6_EnumStem	PossConc6_EnumStem	wa_mbi	PossConc6_EnumStem
ku_be	SC15_AuxVStem	CopPre_Cop	ku_be	CopPre_Cop
phantsi	Adv	Adv	phantsi	Adv
ku_i_n_khonzo	LocPre_NPrePre9_BPre9_NStem	LocPre_NPrePre9_BPre9_NStem	ku_i_n_konzo	LocPre_NPrePre9_BPre9_NStem
ya_u_lu_ntu	PossConc9_NPrePre11_BPre11_NStem	PossConc9_NPrePre11_BPre11_NStem	ya_u_lu_ntu	PossConc9_NPrePre11_BPre11_NStem
na_u_rhulumente	AdvPre_NPrePre1a_NStem	AdvPre_NPrePre1a_NStem	na_u_rhulumente	AdvPre_NPrePre1a_NStem
wa_a_ma_khaya	PossConc1a_NPrePre6_BPre6_NStem	PossConc1a_NPrePre6_BPre6_NStem	wa_a_ma_khaya	PossConc1a_NPrePre6_BPre6_NStem
.	Punc	Punc	.	Punc
u_ku_qond_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_qond_a	NPrePre15_BPre15_VRoot_VerbTerm
i_(z)im_piliso	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_(z)im_piliso	NPrePre10_BPre10_NStem
za_a_ma_qela	PossConc10_NPrePre6_BPre6_NStem	PossConc10_NPrePre6_BPre6_NStem	za_a_ma_qela	PossConc10_NPrePre6_BPre6_NStem
e_za_i_n_tlalo	RelConc6_PossConc10_NPrePre9_BPre9_NStem	RelConc8_PossConc8_NPrePre9_BPre9_NStem	e_za_i_n_tlalo	RelConc8_PossConc8_NPrePre9_BPre9_NStem
a_th_ile	RelConc6_VRoot_Perf	RelConc6_VRoot_Perf	a_th_ile	RelConc6_VRoot_Perf
,	Punc	Punc	,	Punc
ku_bandakany_w_a	SC15_VRoot_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm	ku_bandakany_w_a	SC15_VRoot_PassExt_VerbTerm
i_ma_pahla	NPrePre9_BPre9_NStem	NPrePre9_BPre6_NStem	i_masahla	NPrePre9_NStem
ya_bo	PossConc9_PronStem2	PossConc9_PronStem2	ya_bo	PossConc9_PronStem2
e_xabis_ek_il_e_yo	RelConc9_VRoot_NeutExt_Perf_VerbTerm_RelSuf	RelConc9_VRoot_NeutExt_Perf_VerbTerm_RelSuf	e_xabis_ek_il_e_yo	RelConc9_VRoot_NeutExt_Perf_VerbTerm_RelSuf
,	Punc	Punc	,	Punc
i_mi_celi_m_ngeni	NPrePre4_BPre4_NStem_BPre3_NStem	NPrePre4_BPre4_NStem_BPre3_NStem	i_mi_celi_m_ngeni	NPrePre4_BPre4_NStem_BPre3_NStem
,	Punc	Punc	,	Punc
i_zi_phumo	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	i_zi_phumo	NPrePre8_BPre8_NStem
ezi_nqwenel_ek_a_yo	RelConc8_VRoot_VerbExt_VerbTerm_RelSuf	RelConc8_VRoot_NeutExt_VerbTerm_RelSuf	ezi_nqwenel_ek_a_yo	RelConc8_VRoot_NeutExt_VerbTerm_RelSuf
,	Punc	Punc	,	Punc
na_a_ma_thuba	AdvPre_NPrePre6_BPre6_NStem	AdvPre_NPrePre6_BPre6_NStem	na_a_ma_thuba	AdvPre_NPrePre6_BPre6_NStem
a_fuman_ek_a_yo	RelConc6_VRoot_NeutExt_VerbTerm_RelSuf	RelConc6_VRoot_NeutExt_VerbTerm_RelSuf	a_fuman_ek_a_yo	RelConc6_VRoot_NeutExt_VerbTerm_RelSuf
.	Punc	Punc	.	Punc
u_yi_fezek_is_e	SC2ps_OC9_VRoot_CausExt_VerbTerm	SC2ps_OC9_VRoot_CausExt_VerbTerm	u_yi_fezek_is_e	SC2ps_OC9_VRoot_CausExt_VerbTerm
njani	Adv	Adv	njani	Adv
i_n_jongo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_jongo	NPrePre9_BPre9_NStem
ya_u_ku_hamb_is_a	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	ya_u_ku_hamb_is_a	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm
i_qabane	NPrePre5_NStem	NPrePre5_NStem	i_qaban_e	SC9_VRoot_VerbTerm
la_kho	PossConc5_PossPron	PossConc5_PossPron	la_kho	PossConc5_PossPron
?	Punc	Punc	?	Punc
i_bakala	NPrePre5_NStem	NPrePre5_NStem	i_(li)_bakala	NPrePre5_BPre5_NStem
2	Num	Num	2	Num
li_qal_a	SC5_VRoot_VerbTerm	SC5_VRoot_VerbTerm	li_qal_a	SC5_VRoot_VerbTerm
nga_u_ku_hlaluty_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	nga_u_ku_hlaluty_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm
na_u_ku_hlanganis_el_a	AdvPre_NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	na_u_ku_hlanganis_el_a	AdvPre_NPrePre15_BPre15_VRoot_ApplExt_VerbTerm
i_(z)in_kcukacha	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_(z)in_kcukacha	NPrePre10_BPre10_NStem
ezi_qokelel_w_e	RelConc10_VRoot_PassExt_VerbTerm	RelConc10_VRoot_PassExt_VerbTerm	ezi_qokelel_w_e	RelConc10_VRoot_PassExt_VerbTerm
xa	Conj	Conj	xa	Conj
ku_s_enz_iw_a	SC15_PreLoc-s_VRoot_PassExt_VerbTerm	SC15_PreLoc-s_VRoot_PassExt_VerbTerm	ku_s_enz_iw_a	SC15_PreLoc-s_VRoot_PassExt_VerbTerm
u_malatha_n_dlela	NPrePre1a_NStem_BPre9_NStem	NPrePre1a_NStem_BPre9_NStem	u_malatha_n_dlela	NPrePre1a_NStem_BPre9_NStem
,	Punc	Punc	,	Punc
i_(li)_candelo	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	i_(li)_candelo	NPrePre5_BPre5_NStem
la_a_ba_hlali	PossConc5_NPrePre2_BPre2_NStem	PossConc5_NPrePre2_BPre2_NStem	la_a_ba_hlali	PossConc5_NPrePre2_BPre2_NStem
,	Punc	Punc	,	Punc
u_m_nxeba	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_nxeba	NPrePre3_BPre3_NStem
wa_i_(li)_xesha	PossConc3_NPrePre5_BPre5_NStem	PossConc3_NPrePre5_BPre5_NStem	wa_i_(li)_xesha	PossConc3_NPrePre5_BPre5_NStem
na_i_mi_sebenzi	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem	na_i_mi_sebenzi	AdvPre_NPrePre4_BPre4_NStem
ya_i_zi_mbo	PossConc9_NPrePre8_BPre8_NStem	PossConc4_NPrePre8_BPre8_NStem	ya_i_zi_mbo	PossConc4_NPrePre8_BPre8_NStem
za_i_mi_khwa	PossConc8_NPrePre4_BPre4_NStem	PossConc8_NPrePre4_BPre4_NStem	za_i_mi_khwa	PossConc8_NPrePre4_BPre4_NStem
ya_a_ma_thuba	PossConc4_NPrePre6_BPre6_NStem	PossConc9_NPrePre6_BPre6_NStem	ya_a_ma_thuba	PossConc9_NPrePre6_BPre6_NStem
ama_de	AdjPref6_AdjStem	AdjPref6_AdjStem	a_ma_de	NPrePre6_BPre6_NStem
.	Punc	Punc	.	Punc
u_ku_ab_el_a	NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	u_ku_ab_el_a	NPrePre15_BPre15_VRoot_ApplExt_VerbTerm
aba_nye	AdjPref2_AdjStem	AdjPref2_AdjStem	aba_nye	AdjPref2_AdjStem
i_mi_thwalo	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_thwalo	NPrePre4_BPre4_NStem
e_l_u_(lu)_xanduva	RelConc4_CopPre_NPrePre11_BPre11_NStem	RelConc4_CopPre_NPrePre11_BPre11_NStem	e_l_u_(lu)_xanduva	RelConc4_CopPre_NPrePre11_BPre11_NStem
lwa_u_ku_bhal_a	PossConc11_NPrePre15_BPre15_VRoot_VerbTerm	PossConc11_NPrePre15_BPre15_VRoot_VerbTerm	lwa_u_ku_bhal_a	PossConc11_NPrePre15_BPre15_VRoot_VerbTerm
a_ma_candelo	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_candelo	NPrePre6_BPre6_NStem
a_th_ile	RelConc6_VRoot_Perf	RelConc6_VRoot_Perf	a_th_ile	RelConc6_VRoot_Perf
.	Punc	Punc	.	Punc
oku	Dem15_Pos1	Dem15	oku	Dem15
ku_khuthaz_a	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_khuthaz_a	SC15_VRoot_VerbTerm
u_bu_nini	NPrePre14_BPre14_NStem	NPrePre14_BPre14_NStem	u_bu_nini	NPrePre14_BPre14_NStem
ku_qinisek_is_e	SC15_VRoot_CausExt_VerbTerm	SC15_VRoot_CausExt_VerbTerm	ku_qinisek_is_e	SC15_VRoot_CausExt_VerbTerm
u_ku_gqibezel_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	u_ku_gqibezel_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm
kwa_u_m_sebenzi	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre3_BPre3_NStem	kwa_u_m_sebenzi	PossConc15_NPrePre3_BPre3_NStem
.	Punc	Punc	.	Punc
ng_u_bani	CopPre_NPrePre1_Interrog	CopPre_NPrePre1a_Interrog	ng_u_bani	CopPre_NPrePre1a_Interrog
o_fikelel_a_yo	RelConc1_VRoot_VerbTerm_RelSuf	RelConc1_VRoot_VerbTerm_RelSuf	o_fikelel_a_yo	RelConc1_VRoot_VerbTerm_RelSuf
ku_i_zi_bonelelo	LocPre_NPrePre8_BPre8_NStem	LocPre_NPrePre8_BPre8_NStem	ku_i_zi_bonelelo	LocPre_NPrePre8_BPre8_NStem
za_i_komiti	PossConc8_NPrePre9_NStem	PossConc10_NPrePre9_NStem	za_i_komiti	PossConc10_NPrePre9_NStem
ya_i_wadi	PossConc9_NPrePre9_NStem	PossConc9_NPrePre9_NStem	ya_i_wadi	PossConc9_NPrePre9_NStem
,	Punc	Punc	,	Punc
umz	Abbr	Abbr	umz	Abbr
.	Punc	Punc	.	Punc
e_za_u_(lu)_thutho	RelConc8_PossConc8_NPrePre11_BPre11_NStem	RelConc8_PossConc8_NPrePre11_BPre11_NStem	e_za_u_(lu)_thutho	RelConc8_PossConc8_NPrePre11_BPre11_NStem
?	Punc	Punc	?	Punc
i_(z)i_khompyutha	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_(z)i_khompyutha	NPrePre10_BPre10_NStem
?	Punc	Punc	?	Punc
i_(z)i_fowuni	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_(z)i_fowuni	NPrePre10_BPre10_NStem
?	Punc	Punc	?	Punc
u_qhagamshelwano	NPrePre11_NStem	NPrePre11_NStem	u_qhagamshelwano	NPrePre11_NStem
na_i_(z)in_kokeli	AdvPre_NPrePre10_BPre10_NStem	AdvPre_NPrePre10_BPre10_NStem	na_i_(z)in_kokeli	AdvPre_NPrePre10_BPre10_NStem
za_u_(lu)_politiko	PossConc10_NPrePre11_BPre11_NStem	PossConc10_NPrePre11_BPre11_NStem	za_u_(lu)_politiko	PossConc10_NPrePre11_BPre11_NStem
?	Punc	Punc	?	Punc
u_qhagamshelwano	NPrePre11_NStem	NPrePre11_NStem	u_qhagamshelwano	NPrePre11_NStem
na_e_za_u_(lu)_sasazo	AdvPre_RelConc8_PossConc8_NPrePre11_BPre11_NStem	AdvPre_RelConc8_PossConc8_NPrePre11_BPre11_NStem	na_e_za_u_(lu)_sasazo	AdvPre_RelConc8_PossConc8_NPrePre11_BPre11_NStem
?	Punc	Punc	?	Punc
ku_u_hlahlelo	LocPre_NPrePre11_NStem	LocPre_NPrePre11_NStem	ku_u_hlahlelo	LocPre_NPrePre11_NStem
lwa_u_bu_ngakanani	PossConc11_NPrePre3_BPre14_Adv	PossConc11_NPrePre14_BPre14_Adv	lwa_u_bu_ngakanani	PossConc11_NPrePre14_BPre14_Adv
,	Punc	Punc	,	Punc
ku_sebenz_is_w_a	SC15_VRoot_CausExt_PassExt_VerbTerm	SC15_VRoot_CausExt_PassExt_VerbTerm	ku_sebenz_is_w_a	SC15_VRoot_CausExt_PassExt_VerbTerm
a_ma_nani	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_nani	NPrePre6_BPre6_NStem
e_u_ku_shwankathel_a_ini	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	e_u_ku_shwankath_el_a_ini	LocPre_NPrePre15_BPre15_VRoot_ApplExt_VerbTerm_LocSuf
i_data	NPrePre9_NStem	NPrePre9_NStem	i_data	NPrePre9_NStem
na_u_ku_bon_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	na_u_ku_bon_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm
u_lu_alamano	NPrePre11_BPre11_NStem	NPrePre11_BPre11_NStem	u_lu_alamano	NPrePre11_BPre11_NStem
,	Punc	Punc	,	Punc
lu_kwa_sebenz_is_a	SC11_AdvPre_VRoot_CausExt_VerbTerm	SC11_AdvPre_VRoot_CausExt_VerbTerm	lu_kwa_sebenz_is_a	SC11_AdvPre_VRoot_CausExt_VerbTerm
i_n_dlela	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_dlela	NPrePre9_BPre9_NStem
e_th_ile	RelConc9_VRoot_Perf	RelConc9_VRoot_Perf	e_th_ile	RelConc9_VRoot_Perf
ya_i_n_gqiqo	PossConc9_NPrePre9_BPre9_NStem	PossConc9_NPrePre9_BPre9_NStem	ya_i_n_gqiqo	PossConc9_NPrePre9_BPre9_NStem
ya_u_ku_nciph_is_a	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	ya_u_ku_nciph_is_a	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm
.	Punc	Punc	.	Punc
ku_u_hlahlelo	LocPre_NPrePre11_NStem	LocPre_NPrePre11_NStem	ku_u_hlahlelo	LocPre_NPrePre11_NStem
lwa_u_m_gangatho	PossConc11_NPrePre3_BPre3_NStem	PossConc11_NPrePre3_BPre3_NStem	lwa_u_m_gangatho	PossConc11_NPrePre3_BPre3_NStem
wa_i_data	PossConc3_NPrePre9_NStem	PossConc3_NPrePre9_NStem	wa_i_data	PossConc3_NPrePre9_NStem
,	Punc	Punc	,	Punc
ku_sebenz_is_w_a	SC15_VRoot_CausExt_PassExt_VerbTerm	SC15_VRoot_CausExt_PassExt_VerbTerm	ku_sebenz_is_w_a	SC15_VRoot_CausExt_PassExt_VerbTerm
i_n_gqiqo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_gqiqo	NPrePre9_BPre9_NStem
ya_u_ku_and_is_a	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	ya_u_ku_and_is_a	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm
.	Punc	Punc	.	Punc
i_n_gqiqo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_gqiqo	NPrePre9_BPre9_NStem
ya_u_ku_and_is_a	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	ya_u_ku_and_is_a	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm
i_ya_qhub_ek_ek_a	SC9_Pres_VRoot_NeutExt_NeutExt_VerbTerm	SC9_Pres_VRoot_NeutExt_NeutExt_VerbTerm	i_ya_qhub_ek_ek_a	SC9_Pres_VRoot_NeutExt_NeutExt_VerbTerm
u_ku_suk_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_suk_a	NPrePre15_BPre15_VRoot_VerbTerm
kwa_oku_ko_dwa	PossConc15_RelConc15_QuantConc15_QuantStem	PossConc15_RelConc15_QuantConc15_QuantStem	kwa_oku_ko_dwa	PossConc15_RelConc15_QuantConc15_QuantStem
u_ku_y_a	SC15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_y_a	NPrePre15_BPre15_VRoot_VerbTerm
kwa_oku_ninzi	PossConc15_RelConc15_AdjStem	PossConc15_AdjPref15_AdjStem	kwa_u_ku_ninz_i	PossConc15_NPrePre15_BPre15_VRoot_VerbTerm
-	Punc	Punc	-	Punc
oko	Dem15_Pos2	Dem15	oko	Dem15
ku_ku_th_i	SC15_BPre15_VRoot_VerbTerm	SC15_BPre15_VRoot_VerbTerm	ku_u_ku_th_i	SC15_NPrePre15_BPre15_VRoot_VerbTerm
,	Punc	Punc	,	Punc
u_ku_suk_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_suk_a	NPrePre15_BPre15_VRoot_VerbTerm
ku_i_sethi	LocPre_NPrePre9_NStem	LocPre_NPrePre9_NStem	ku_i_sethi	LocPre_NPrePre9_NStem
ya_i_n_gqwalaselo	PossConc9_NPrePre9_BPre9_NStem	PossConc9_NPrePre9_BPre9_NStem	ya_i_n_gqwalaselo	PossConc9_NPrePre9_BPre9_NStem
u_ku_y_a	SC15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_y_a	NPrePre15_BPre15_VRoot_VerbTerm
ku_i_si_phelo	LocPre_NPrePre7_BPre7_NStem	LocPre_NPrePre7_BPre7_NStem	ku_i_si_phelo	LocPre_NPrePre7_BPre7_NStem
jikelele	Adv	Adv	jikelele	Adv
.	Punc	Punc	.	Punc
i_(z)in_dleko	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_(z)in_dleko	NPrePre10_BPre10_NStem
za_u_ku_thath_a	PossConc10_NPrePre15_BPre15_VRoot_VerbTerm	PossConc10_NPrePre15_BPre15_VRoot_VerbTerm	za_u_ku_thath_a	PossConc10_NPrePre15_BPre15_VRoot_VerbTerm
i_n_xaxheba	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_xaxheba	NPrePre9_BPre9_NStem
-	Punc	Punc	-	Punc
oku	Dem15_Pos1	Dem15	oku	Dem15
ku_quk_a	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_quk_a	SC15_VRoot_VerbTerm
a_ba_ntu	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	a_ba_ntu	NPrePre2_BPre2_NStem
,	Punc	Punc	,	Punc
i_(li)_xesha	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	i_(li)_xesha	NPrePre5_BPre5_NStem
na_i_mali	AdvPre_NPrePre9_NStem	AdvPre_NPrePre9_NStem	na_i_mali	AdvPre_NPrePre9_NStem
.	Punc	Punc	.	Punc
u_ku_bamb_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_bamb_a	NPrePre15_BPre15_VRoot_VerbTerm
i_(z)in_tlanganiso	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_(z)in_tlanganiso	NPrePre10_BPre10_NStem
rhoqo	Ideoph	Ideoph	rhoqo	Ideoph
,	Punc	Punc	,	Punc
u_ku_enz_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_enz_a	NPrePre15_BPre15_VRoot_VerbTerm
i_mi_zamo	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_zamo	NPrePre4_BPre4_NStem
ya_u_ku_diban_a	PossConc4_NPrePre15_BPre15_VRoot_VerbTerm	PossConc9_NPrePre15_BPre15_VRoot_VerbTerm	ya_u_ku_diban_a	PossConc9_NPrePre15_BPre15_VRoot_VerbTerm
na_a_ba_thum_w_a	AdvPre_NPrePre2_BPre2_VRoot_PassExt_VerbTerm	AdvPre_NPrePre2_BPre2_VRoot_PassExt_VerbTerm	na_a_ba_thunywa	AdvPre_NPrePre2_BPre2_NStem
ba_a_ba_hlali	PossConc2_NPrePre2_BPre2_NStem	PossConc2_NPrePre2_BPre2_NStem	ba_a_ba_hlali	PossConc2_NPrePre2_BPre2_NStem
na_u_ku_theth_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	na_u_ku_theth_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm
na_a_ma_lungu	AdvPre_NPrePre6_BPre6_NStem	AdvPre_NPrePre6_BPre6_NStem	na_a_ma_lungu	AdvPre_NPrePre6_BPre6_NStem
a_ba_hlali	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	a_ba_hlali	NPrePre2_BPre2_NStem
u_ku_v_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_v_a	NPrePre15_BPre15_VRoot_VerbTerm
i_zi_dingo	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	i_zi_dingo	NPrePre8_BPre8_NStem
na_i_mi_ba	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem	na_i_mi_ba	AdvPre_NPrePre4_BPre4_NStem
ya_bo	PossConc4_PronStem2	PossConc9_PronStem2	ya_bo	PossConc9_PronStem2
ku_thath_a	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_thath_a	SC15_VRoot_VerbTerm
i_(li)_xesha	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	i_(li)_xesha	NPrePre5_BPre5_NStem
.	Punc	Punc	.	Punc
i_(z)i_komiti	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_(z)i_komiti	NPrePre10_BPre10_NStem
ezi_ninzi	AdjPref8_AdjStem	AdjPref8_AdjStem	ezi_ninzi	AdjPref8_AdjStem
za_i_wadi	PossConc8_NPrePre9_NStem	PossConc10_NPrePre9_NStem	za_i_wadi	PossConc10_NPrePre9_NStem
na_oo_ceba	AdvPre_NPrePre2a_NStem	AdvPre_NPrePre2a_NStem	na_oo_ceba	AdvPre_NPrePre2a_NStem
i_(li)_xesha	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	i_(li)_xesha	NPrePre5_BPre5_NStem
eli_ninzi	AdjPref5_AdjStem	AdjPref5_AdjStem	eli_ninzi	AdjPref5_AdjStem
ku_ye	SC15_AuxVStem	LocPre_PronStem1	ku_ye	LocPre_PronStem1
ku_ding_ek_e	SC15_VRoot_NeutExt_VerbTerm	SC15_VRoot_NeutExt_VerbTerm	ku_ding_ek_e	SC15_VRoot_NeutExt_VerbTerm
ukuba	Conj	Conj	ukuba	Conj
ba_zi_nik_e	SC2a_ReflPre_VRoot_VerbTerm	SC2_ReflPre_VRoot_VerbTerm	ba_zi_nik_e	SC2_ReflPre_VRoot_VerbTerm
i_(li)_xesha	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	i_(li)_xesha	NPrePre5_BPre5_NStem
e_u_m_va	LocPre_NPrePre3_BPre3_NStem	LocPre_NPrePre3_BPre3_NStem	e_u_m_va	LocPre_NPrePre3_BPre3_NStem
kwa_i_(li)_xesha	PossConc15_NPrePre5_BPre5_NStem	PossConc15_NPrePre5_BPre5_NStem	kwa_i_(li)_xesha	PossConc15_NPrePre5_BPre5_NStem
la_bo	PossConc5_PronStem2	PossConc5_PronStem2	la_bo	PossConc5_PronStem2
