morphemes	target_surface_gold	prediction_surface_gold	target_surface_pred	prediction_surface_pred
lu_nga_bon_w_a	SC11_Pot_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem_VRoot	SC11_Pot_VRoot_PassExt_VerbTerm	SC11_AdvPre_VRoot_PassExt_VerbTerm
'	Punc	PUNC	Punc	PUNC
njenge_n_dlel_a	AdvPre_NPrePre9_BPre9_NStem	NStem_NStem_VRoot_NStem	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPre9_VRoot_VerbTerm
u_m_ntu	NPrePre1_BPre1_NStem	NStem_NStem_NStem	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem
/	Punc	PUNC	Punc	PUNC
aba_ntu	NPrePre2_BPre2_NStem	NStem_NStem	NPrePre2_BPre2_NStem	RelConc2_NStem
aba_bon_a	RelConc2_VRoot_VerbTerm	NStem_NStem_NStem	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm
nga_yo	AdvPre_PronStem9	PUNC_PUNC	AdvPre_PronStem9	AdvPre_PronStem9
i_meko	NPrePre9_NStem	NStem_NStem	NPrePre9_NStem	NPrePre4_NStem
e_th_ile	RelConc9_VRoot_Perf	NStem_NStem_NStem	RelConc9_VRoot_Perf	SC6_VRoot_Perf
.	Punc	PUNC	Punc	PUNC
I_in_gxelo	NPrePre10_BPre10_NStem	NStem_VRoot_NStem	NPrePre10_BPre10_NStem	NPrePre9_BPre9_NStem
ezi_khutsh_w_a	RelConc10_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem	RelConc10_VRoot_PassExt_VerbTerm	RelConc10_VRoot_PassExt_VerbTerm
rhoqo	Ideoph	NStem	Ideoph	NStem
_	Punc		Punc	
I_i_Komiti	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPre9_NPre9_NStem
ze_Wadi	PossConc10_NPrePre9_NStem	NStem_NStem	PossConc10_NPrePre9_NStem	AdvPre_NStem
ku_funek_a	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
zi_fuman_e	SC10_VRoot_VerbTerm	NStem_NStem_NStem	SC10_VRoot_VerbTerm	SC5_VRoot_VerbTerm
i_n_gxelo	NPrePre9_BPre9_NStem	NStem_VRoot_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
ya_rhoqo	PossConc9_Ideoph	NStem_NStem	PossConc9_Ideoph	PossConc4_NStem
ma_lunga	Adv	PUNC_PUNC	Adv	BPre6_NStem
ne_n_kqubel_a__phambili	AdvPre_NPrePre9_BPre9_NStem_Adv	VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_NPrePre9_BPre9_NStem_Adv	AdvPre_BPre9_VRoot_VerbTerm_VRoot
ye_bhunga	PossConc9_NPrePre5_NStem	NStem_NStem	PossConc9_NPrePre5_NStem	PossConc9_NStem
.	Punc	PUNC	Punc	PUNC
I_n_ga_buz_a	SC9_Pot_VRoot_VerbTerm	NStem_NStem_NStem_NStem_NStem	SC9_Pot_VRoot_VerbTerm	NPrePre9_BPre9_Pot_VRoot_VerbTerm
oo_ceba_malunga	BPre2a_NStem_Adv	NStem_NStem_NStem	BPre2a_NStem_Adv	RelConc2a_NStem_NStem
no_ku_coth_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_OC15_VRoot_VerbTerm
kwe_n_kqubel_a__phambili	PossConc15_NPrePre9_BPre9_NStem_Adv	VRoot_VRoot_VRoot_VRoot_VRoot	PossConc15_NPrePre9_BPre9_NStem_Adv	PossConc15_BPre9_VRoot_VerbTerm_NStem
i_ze	SC9_AuxVStem	PUNC_PUNC	SC9_AuxVStem	NPrePre4_NStem
i_cebis_e	SC9_VRoot_VerbTerm	NStem_NStem_NStem	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm
i_in_dlel_a	NPrePre10_BPre10_NStem	NStem_NStem_NStem_NStem	NPrePre10_BPre10_NStem	SC4_OC4_VRoot_VerbTerm
zo_ku_hlangabez_ana	PossConc10_NPrePre15_BPre15_VRoot_RecipExt_VerbTerm	VRoot_NStem_VRoot_VRoot	PossConc10_NPrePre15_BPre15_VRoot_RecipExt_VerbTerm	RelConc3_OC15_VRoot_DimSuf
ne_zi_cwangciso	AdvPre_NPrePre8_BPre8_NStem	VRoot_VRoot_VRoot	AdvPre_NPrePre8_BPre8_NStem	AdvPre_BPre7_NStem
nge_n_dlel_a	AdvPre_NPrePre9_BPre9_NStem	NStem_NStem_NStem_NStem	AdvPre_NPrePre9_BPre9_NStem	AdvPre_BPre9_VRoot_VerbTerm
e_sebenz_a_yo	RelConc9_VRoot_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot	RelConc9_VRoot_VerbTerm_RelSuf	LocPre_VRoot_VerbTerm_RelSuf
.	Punc	PUNC	Punc	PUNC
U_ku_thath_a	NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_VRoot	NPrePre15_BPre15_VRoot_VerbTerm	SC2ps_OC15_VRoot_VerbTerm
i_n_xaxheba	NPrePre9_BPre9_NStem	NStem_VRoot_VRoot	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
y_i_n_kqubo	CopPre_NPrePre9_BPre9_NStem	VRoot_VRoot_VRoot_VRoot	CopPre_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem
e_dinga	RelConc9_VRoot_VerbTerm	NStem_NStem	RelConc9_VRoot_VerbTerm	LocPre_NStem
u_ku_quk_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NStem_NStem_VRoot_VRoot_NStem	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	SC3_OC15_VRoot_PassExt_VerbTerm
kwa_ba_hlali	PossConc15_NPrePre2_BPre2_NStem	NStem_NStem_NStem	PossConc15_NPrePre2_BPre2_NStem	PossConc15_BPre2_NStem
ku_wo	LocPre_PronStem6	PUNC_PUNC	LocPre_PronStem6	LocPre_PronStem6
o_nke	QuantConc6_QuantStem	NStem_NStem	QuantConc6_QuantStem	QuantConc6_NStem
a_ma_nyathelo	NPrePre6_BPre6_NStem	NStem_VRoot_VRoot	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
.	Punc	PUNC	Punc	PUNC
I_i_Komiti	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPre9_NPre9_NStem
ze_Wadi	PossConc10_NPrePre9_NStem	NStem_NStem	PossConc10_NPrePre9_NStem	PossConc9_NStem
zi_dinga	SC10_VRoot_VerbTerm	NStem_NStem	SC10_VRoot_VerbTerm	CopPre_NStem
u_ku_fuman_a	NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem	NPrePre15_BPre15_VRoot_VerbTerm	SC2ps_OC15_VRoot_VerbTerm
i_n_dlel_a	NPrePre9_BPre9_NStem	NStem_VRoot_NStem_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_VRoot_VerbTerm
e_ngcono	RelConc9_RelStem	NStem_NStem	RelConc9_RelStem	LocPre_NStem
yo_ku_dlul_is_a	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	CopPre_OC15_VRoot_CausExt_VerbTerm
u_m_yalezo	NPrePre3_BPre3_NStem	NStem_NStem_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
ngo_ku_xhomekek_e	AdvPre_RelConc15_VRoot_VerbTerm	NStem_NStem_NStem_NStem	AdvPre_RelConc15_VRoot_VerbTerm	AdvPre_OC15_VRoot_VerbTerm
k_ukuba	CopPre_Conj	PUNC_PUNC	CopPre_Conj	BPre15_NStem
w_enz_el_w_e	SC3_VRoot_ApplExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	SC3_VRoot_ApplExt_PassExt_VerbTerm	SC3_VRoot_ApplExt_PassExt_VerbTerm
bani	Interrog	PUNC	Interrog	Interrog
na	Interrog	PUNC	Interrog	Conj
loo	Dem3_Pos2	Adv	Dem3_Pos2	CDEM01
m_yalezou_m_zekelo	BPre3_NStem_NPrePre3_BPre3_NStem	VRoot_VRoot_VRoot_VRoot	BPre3_NStem_NPrePre3_BPre3_NStem	BPre3_NStem_BPre3_NStem
u_kuba	Conj	PUNC_PUNC	Conj	NPrePre1a_NStem
u_m_ba	NPrePre3_BPre3_NStem	NStem_NStem_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_AuxVStem
u_bandakany_a	SC3_VRoot_VerbTerm	NStem_NStem_NStem	SC3_VRoot_VerbTerm	SC2ps_VRoot_VerbTerm
u_lu_tsha	NPrePre11_BPre11_AdjStem	NStem_NStem_NStem	NPrePre11_BPre11_AdjStem	NPrePre1_BPre11_NStem
i_n_gxelo	NPrePre9_BPre9_NStem	NStem_NStem_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
i_nga_nik_w_a	SC9_BPre9_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem_NStem	SC9_BPre9_VRoot_PassExt_VerbTerm	SC4_Pot_VRoot_PassExt_VerbTerm
kw_i_si_tishi	LocPre_NPrePre7_BPre7_NStem	NStem_NStem_NStem_VRoot	LocPre_NPrePre7_BPre7_NStem	PossConc15_NPrePre4_BPre7_NStem
si_ka_nomathotholo	PossConc7_PossKA_NStem	VRoot_VRoot_VRoot	PossConc7_PossKA_NStem	BPre7_ExclNeg_NStem
wa_s_e_ku_hlal_e_ni	PossConc1a_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	PossConc1a_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	PossConc1a_PreLocs_LocPre_BPre15_VRoot_VerbTerm_InterrogSuf
okanye	Conj	PUNC	Conj	Adv
k_om_nye	LocPre_AdjPref3_AdjStem	NStem_NStem_NStem	LocPre_AdjPref3_AdjStem	PossConc15_AdjPref1_EnumStem
u_m_cimbi	NPrePre3_BPre3_NStem	NStem_NStem_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
olu_bandakany_ek_a	RelConc11_VRoot_NeutExt_VerbTerm	VRoot_VRoot_VRoot_VRoot	RelConc11_VRoot_NeutExt_VerbTerm	RelConc11_VRoot_NeutExt_VerbTerm
ku_wo	LocPre_PronStem3	PUNC_PUNC	LocPre_PronStem3	LocPre_PronStem6
u_lu_tsha	NPrePre11_BPre11_AdjStem	NStem_NStem_NStem	NPrePre11_BPre11_AdjStem	NPrePre1_BPre11_NStem
.	Punc	PUNC	Punc	PUNC
O_nke	QuantConc6_QuantStem	NStem_NStem	QuantConc6_QuantStem	QuantConc6_Adv
a_ma_candelo	NPrePre6_BPre6_NStem	NStem_NStem_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
olu_ntu	PossConc6_NPrePre11_BPre11_NStem	NStem_NStem	PossConc6_NPrePre11_BPre11_NStem	RelConc11_NStem
,	Punc	PUNC	Punc	PUNC
u_ku_quk_a	NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_PUNC	NPrePre15_BPre15_VRoot_VerbTerm	SC3_OC15_VRoot_VerbTerm
i_qumrhu	NPrePre5_BPre5_NStem	NStem_NStem	NPrePre5_BPre5_NStem	NPrePre4_NStem
l_o_wiso__m_thetho	PossConc5_NPrePre11_BPre11_NStem_BPre3_NStem	NStem_NStem_NStem_NStem_NStem	PossConc5_NPrePre11_BPre11_NStem_BPre3_NStem	PossConc5_LocPre_NStem_BPre3_NStem
ne_e_jaji	AdvPre_NPrePre10_BPre10_NStem	NStem_NStem_NStem	AdvPre_NPrePre10_BPre10_NStem	AdvPre_LocPre_NStem
ze_li_zwe	PossConc10_NPrePre5_BPre5_NStem	NStem_NStem_NStem	PossConc10_NPrePre5_BPre5_NStem	PossConc5_BPre5_NStem
jikelel_e	Adv	NStem_NStem	Adv	VRoot_VerbTerm
,	Punc	PUNC	Punc	PUNC
ku_mel_e	SC15_AuxVStem	NStem_NStem_NStem	SC15_AuxVStem	SC15_VRoot_VerbTerm
a_qinisek_is_e	SC6_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot	SC6_VRoot_CausExt_VerbTerm	SC6_VRoot_CausExt_VerbTerm
u_kuba	Conj	PUNC_PUNC	Conj	NPrePre1a_NStem
i_zi_qhamo	NPrePre8_BPre8_NStem	NStem_NStem_NStem	NPrePre8_BPre8_NStem	NPrePre4_BPre7_NStem
zo_phuhliso	PossConc10_NPrePre11_BPre11_NStem	NStem_NStem	PossConc10_NPrePre11_BPre11_NStem	BPre2a_NStem
z_ongez_el_ek_a	SC8_VRoot_ApplExt_NeutExt_VerbTerm	NStem_NStem_NStem_NStem_NStem	SC8_VRoot_ApplExt_NeutExt_VerbTerm	SC5_VRoot_ApplExt_NeutExt_VerbTerm
kwa_bo	PossConc15_PronStem2	PUNC_PUNC	PossConc15_PronStem2	PossConc15_PronStem2
ba_nga_bon_a	CopPre_CopPre_PronStem2_PronSuf	NStem_NStem_NStem_NStem	CopPre_CopPre_PronStem2_PronSuf	SC2_Pot_VRoot_VerbTerm
ba_hlelelek_il_e_yo	RelConc2_VRoot_Perf_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc2_VRoot_Perf_VerbTerm_RelSuf	SC2_VRoot_ApplExt_VerbTerm_RelSuf
kwaye	Conj	PUNC	Conj	Adv
be_nga_bon_a	CopPre_CopPre_PronStem2_PronSuf	NStem_NStem_NStem_NStem	CopPre_CopPre_PronStem2_PronSuf	AuxVStem_Pot_VRoot_VerbTerm
ba_chweth_el_w_a	SC2_VRoot_ApplExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	SC2_VRoot_ApplExt_PassExt_VerbTerm	SC2_VRoot_ApplExt_PassExt_VerbTerm
e_cale_ni	LocPre_NPrePre5_BPre5_NStem_LocSuf	NStem_NStem_NStem	LocPre_NPrePre5_BPre5_NStem_LocSuf	LocPre_NStem_LocSuf
,	Punc	PUNC	Punc	PUNC
be_bhang_is_a	SC2_VRoot_CausExt_VerbTerm	VRoot_VRoot_NStem_VRoot	SC2_VRoot_CausExt_VerbTerm	SC2_VRoot_CausExt_VerbTerm
i_in_zame	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPrePre9_BPre9_NStem
ezi_nga_kho	RelConc10_Pot_Adv	NStem_NStem_NStem	RelConc10_Pot_Adv	RelConc10_NegPre_Adv
nga_bo	AdvPre_PronStem2	PUNC_PUNC	AdvPre_PronStem2	AdvPre_PronStem2
ba_zi_ngcungcu	RelConc2_CopPre_NPrePre10_BPre10_NStem	VRoot_VRoot_VRoot	RelConc2_CopPre_NPrePre10_BPre10_NStem	BPre2_Pres_NStem
e_ku_khusel_e_ni	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	LocPre_BPre15_VRoot_VerbTerm_LocSuf
i_mi_dla	NPrePre4_BPre4_NStem	NStem_NStem_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
e_y_e_ya_bo	RelConc4_CopPre_LocPre_PossConc4_PronStem2	NStem_NStem_NStem_NStem_NStem	RelConc4_CopPre_LocPre_PossConc4_PronStem2	PossConc6_VRoot_VerbTerm_PossConc4_PronStem2
kw_i_n_dleko	LocPre_NPrePre9_BPre9_NStem	NStem_NStem_NStem_NStem	LocPre_NPrePre9_BPre9_NStem	PossConc15_NPrePre9_BPre9_NStem
yo_lu_ntu	PossConc9_NPrePre11_BPre11_NStem	NStem_NStem_NStem	PossConc9_NPrePre11_BPre11_NStem	PossConc9_BPre11_NStem
olu_nge_na_ma_ndla	RelConc11_NegPre_CopPre_NPrePre6_BPre6_NStem	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc11_NegPre_CopPre_NPrePre6_BPre6_NStem	RelConc11_NegPre_AdvPre_BPre6_NStem
.	Punc	PUNC	Punc	PUNC
U_Mzantsi	NPrePre3_ProperName	NStem_NStem	NPrePre3_ProperName	NPrePre1a_NStem
Afrika	ProperName	PUNC	ProperName	ProperName
ku_mel_e	SC15_AuxVStem	NStem_NStem_NStem	SC15_AuxVStem	SC15_VRoot_VerbTerm
u_sebenz_is_e	SC3_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot	SC3_VRoot_CausExt_VerbTerm	SC3_VRoot_CausExt_VerbTerm
a_ma_ndla	NPrePre6_BPre6_NStem	NStem_NStem_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
a_wo	PossConc6_PronStem3	PUNC_PUNC	PossConc6_PronStem3	PossConc6_PronStem6
u_kw_and_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NStem_VRoot_NStem_NStem_NStem	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	SC1a_OC15_VRoot_CausExt_VerbTerm
oku_thuny_el_w_a	RelConc15_Intrans_ApplExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc15_Intrans_ApplExt_PassExt_VerbTerm	RelConc15_VRoot_ApplExt_PassExt_VerbTerm
kwa_ma_nye	PossConc15_AdjPref6_AdjStem	NStem_NStem_NStem	PossConc15_AdjPref6_AdjStem	PossConc15_AdjPref6_AdjStem
a_ma_zwe	NPrePre6_BPre6_NStem	PUNC_NStem_NStem	NPrePre6_BPre6_NStem	PossConc6_BPre6_NStem
.	Punc	PUNC	Punc	PUNC
U_kuba	Conj	PUNC_PUNC	Conj	NPrePre1a_NStem
u_qoqosho	NPrePre11_NStem	NStem_NStem	NPrePre11_NStem	NPrePre1a_NStem
lu_no_khuphiswano	CopPre_CopPre_NPrePre11_BPre11_NStem	VRoot_VRoot_VRoot	CopPre_CopPre_NPrePre11_BPre11_NStem	BPre11_CopPre_NStem
olu_ncinci	AdjPref11_AdjStem	NStem_NStem	AdjPref11_AdjStem	RelConc11_NStem
kw_i_n_gingqi	LocPre_NPrePre9_BPre9_NStem	NStem_NStem_NStem_VRoot	LocPre_NPrePre9_BPre9_NStem	PossConc15_NPrePre9_BPre9_NStem
e_nye	AdjPref9_AdjStem	PUNC_PUNC	AdjPref9_AdjStem	LocPre_AdjStem
,	Punc	PUNC	Punc	PUNC
ku_ya	SC15_Fut	PUNC_PUNC	SC15_Fut	SC15_AuxVStem
ku_funek_a	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
lw_enz_e	SC11_VRoot_VerbTerm	NStem_NStem_NStem	SC11_VRoot_VerbTerm	SC11_VRoot_VerbTerm
ngcono	Adv	NStem	Adv	NStem
kw_ezi_nye	LocPre_AdjPref10_AdjStem	NStem_NStem_NStem	LocPre_AdjPref10_AdjStem	PossConc15_AdjPref10_AdjStem
.	Punc	PUNC	Punc	PUNC
I_in_zuzo	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPrePre9_BPre9_NStem
ezi_linganis_a_yo	RelConc10_VRoot_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot	RelConc10_VRoot_VerbTerm_RelSuf	RelConc10_VRoot_VerbTerm_RelSuf
ze_li_zwe	PossConc10_NPrePre5_BPre5_NStem	NStem_NStem_NStem	PossConc10_NPrePre5_BPre5_NStem	PossConc5_BPre5_NStem
zi_quk_a	SC10_VRoot_VerbTerm	NStem_NStem_NStem	SC10_VRoot_VerbTerm	CopPre_VRoot_VerbTerm
i_zi_mbiwa	NPrePre8_BPre8_NStem	NStem_NStem_NStem	NPrePre8_BPre8_NStem	NPrePre4_BPre7_NStem
ne_m_veliso__mali	AdvPre_NPrePre9_BPre9_NStem_NStem	NStem_NStem_NStem_NStem	AdvPre_NPrePre9_BPre9_NStem_NStem	AdvPre_BPre3_NStem_NStem
kw_i_mi_thombo	LocPre_NPre4_BPre4_NStem	NStem_NStem_NStem_NStem	LocPre_NPre4_BPre4_NStem	PossConc15_NPrePre4_BPre4_NStem
ye_n_dalo	PossConc4_NPrePre9_BPre9_NStem	NStem_NStem_NStem	PossConc4_NPrePre9_BPre9_NStem	PossConc9_NPre9_NStem
,	Punc	PUNC	Punc	PUNC
i_candelo	NPrePre5_BPre5_NStem	NStem_NStem	NPrePre5_BPre5_NStem	NPrePre4_NStem
l_e_ze_mali	PossConc5_RelConc9_PossConc8_NPrePre9_NStem	NStem_NStem_NStem_NStem	PossConc5_RelConc9_PossConc8_NPrePre9_NStem	PossConc5_LocPre_AdvPre_NStem
no_shishino	AdvPre_NPrePre11_BPre11_NStem	NStem_NStem	AdvPre_NPrePre11_BPre11_NStem	AdvPre_NStem
eli_no_bu_n_kunkqele	RelConc5_AdvPre_NPrePre14_BPre14_NStem	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc5_AdvPre_NPrePre14_BPre14_NStem	RelConc5_AdvPre_BPre14_BPre9_NStem
,	Punc	PUNC	Punc	PUNC
u_kuba	Conj	PUNC_PUNC	Conj	NPrePre1a_NStem
kufuphi	Adv	PUNC	Adv	Adv
ku_shishino	LocPre_NPrePre11_BPre11_NStem	NStem_NStem	LocPre_NPrePre11_BPre11_NStem	LocPre_NStem
lwa_s_e_Af_rika	PossConc11_PreLoc-s_LocPre_ProperName	VRoot_VRoot_VRoot_VRoot_VRoot	PossConc11_PreLoc-s_LocPre_ProperName	PossConc11_PreLocs_LocPre_ProperName_NStem
olu_khul_a	RelConc11_VRoot_VerbTerm	NStem_NStem_NStem	RelConc11_VRoot_VerbTerm	RelConc11_VRoot_VerbTerm
ngo_ku_khawulez_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	VRoot_NStem_NStem_NStem	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_OC15_VRoot_VerbTerm
,	Punc	PUNC	Punc	PUNC
u_bu_lunga	NPrePre14_BPre14_NStem	NStem_NStem_NStem	NPrePre14_BPre14_NStem	NPrePre1a_BPre14_NStem
obu_phezulu	RelConc14_Adv	NStem_NStem	RelConc14_Adv	BPre14_Adv
kw_i_i_yunivesithi	LocPre_NPrePre10_BPre10_NStem	VRoot_VRoot_VRoot_VRoot	LocPre_NPrePre10_BPre10_NStem	PossConc15_BPre9_BPre9_NStem
ne_candelo	AdvPre_NPrePre5_BPre5_NStem	PUNC_PUNC	AdvPre_NPrePre5_BPre5_NStem	AdvPre_NStem
l_e_zo_limo	PossConc5_RelConc9_PossConc8_NPrePre11_BPre11_NStem	NStem_NStem_NStem_NStem	PossConc5_RelConc9_PossConc8_NPrePre11_BPre11_NStem	PossConc5_LocPre_BPre2_NStem
la_ng_oku	PossConc5_AdvPre_Dem15_Pos1	NStem_NStem_NStem	PossConc5_AdvPre_Dem15_Pos1	RelConc6_AdvPre_CDEM15
,	Punc	NStem	Punc	PUNC
eli_ne_m_veliso	RelConc5_AdvPre_NPrePre9_BPre9_NStem	NStem_NStem_NStem_NStem	RelConc5_AdvPre_NPrePre9_BPre9_NStem	RelConc5_AdvPre_BPre3_NStem
.	Punc	PUNC	Punc	PUNC
U_Mzantsi	NPrePre3_ProperName	NStem_NStem	NPrePre3_ProperName	NPrePre1a_NStem
Afrika	ProperName	PUNC	ProperName	ProperName
u_kwa_ne_e_n_kampani	CopPre_AdvPre_CopPre_NPrePre10_BPre10_NStem	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	CopPre_AdvPre_CopPre_NPrePre10_BPre10_NStem	NPrePre1a_BPre15_AdvPre_LocPre_BPre9_NStem
ezi_z_i_in_kokheli	RelConc10_CopPre_NPrePre10_BPre10_NStem	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc10_CopPre_NPrePre10_BPre10_NStem	RelConc10_VRoot_NPrePre4_BPre9_NStem
e_hlabath_ini	LocPre_NPrePre5_BPre5_NStem_LocSuf	VRoot_VRoot_NStem	LocPre_NPrePre5_BPre5_NStem_LocSuf	LocPre_NStem_LocSuf
ku_ma_candelo	LocPre_NPrePre6_BPre6_NStem	NStem_NStem_NStem	LocPre_NPrePre6_BPre6_NStem	LocPre_BPre6_NStem
a_fan_a	SC6_VRoot_VerbTerm	NStem_NStem_NStem	SC6_VRoot_VerbTerm	SC6_VRoot_VerbTerm
no_kw_akh_iw_a	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	AdvPre_OC15_VRoot_PassExt_VerbTerm
kwe_e_n_dlel_a	PossConc15_NPrePre10_BPre10_NStem	NStem_NStem_NStem_NStem_NStem	PossConc15_NPrePre10_BPre10_NStem	PossConc15_LocPre_BPre9_VRoot_VerbTerm
.	Punc	PUNC	Punc	PUNC
U_lw_az_i	NPrePre11_BPre11_NStem	NStem_NStem_NStem_NStem	NPrePre11_BPre11_NStem	SC3_VRoot_Iter_VerbTerm
_	Punc		Punc	
u_m_zekelo	NPrePre3_BPre3_NStem	NStem_NStem_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
,	Punc	PUNC	Punc	PUNC
i_bhunga	NPrePre5_NStem	NStem_NStem	NPrePre5_NStem	NPrePre4_NStem
le_n_gingqi	PossConc5_NPrePre9_BPre9_NStem	NStem_NStem_NStem	PossConc5_NPrePre9_BPre9_NStem	PossConc5_BPre9_NStem
li_nga_nga_y_enzi	SC5_Pot_NegPre_OC9_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	SC5_Pot_NegPre_OC9_VRoot_VerbTerm	BPre5_AdvPre_NegPre_CopPre_NStem
i_mi_zuzu	NPrePre4_BPre4_NStem	NStem_NStem_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
okanye	Conj	PUNC	Conj	Adv
u_hlahlo	NPrePre11_NStem	NStem_NStem	NPrePre11_NStem	NPrePre1a_NStem
lw_ab_iwo__mali	BPre11_NStem_NStem	NStem_NStem_NStem_VRoot	BPre11_NStem_NStem	BPre11_VRoot_PassExt_NStem
okanye	Conj	Conj	Conj	Adv
i_in_gxelo	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPrePre9_BPre9_NStem
ze_mali	PossConc10_NPrePre9_NStem	PUNC_PUNC	PossConc10_NPrePre9_NStem	AdvPre_NStem
kunye	Conj	Adv	Conj	Conj
na_ma_nye	AdvPre_AdjPref6_AdjStem	NStem_NStem_NStem	AdvPre_AdjPref6_AdjStem	AdvPre_AdjPref6_AdjStem
a_ma_xwebhu	NPrePre6_BPre6_NStem	NStem_NStem_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
a_fuman_ek_e	RelConc6_VRoot_NeutExt_VerbTerm	NStem_NStem_NStem_NStem	RelConc6_VRoot_NeutExt_VerbTerm	SC6_VRoot_NeutExt_VerbTerm
ku_lu_ntu	LocPre_NPrePre11_BPre11_NStem	NStem_NStem_NStem	LocPre_NPrePre11_BPre11_NStem	LocPre_BPre11_NStem
jikelel_e	Adv	NStem_NStem	Adv	VRoot_VerbTerm
.	Punc	PUNC	Punc	PUNC
U_lu_ntu	NPrePre11_BPre11_NStem	NStem_NStem_NStem	NPrePre11_BPre11_NStem	NPrePre1_BPre11_NStem
